,cdatetime,address,crimedescr,ucr_ncic_code,latitude,longitude
0,1/1/06 0:00,3108 OCCIDENTAL DR,10851(A)VC TAKE VEH W/O OWNER,2404,38.55042047,-121.3914158
1,1/1/06 0:00,2082 EXPEDITION WAY,459 PC  BURGLARY RESIDENCE,2204,38.47350069,-121.4901858
2,1/1/06 0:00,4 PALEN CT,10851(A)VC TAKE VEH W/O OWNER,2404,38.65784584,-121.4621009
3,1/1/06 0:00,22 BECKFORD CT,476 PC PASS FICTICIOUS CHECK,2501,38.50677377,-121.4269508
4,1/1/06 0:00,3421 AUBURN BLVD,459 PC  BURGLARY-UNSPECIFIED,2299,38.6374478,-121.3846125
5,1/1/06 0:00,5301 BONNIEMAE WAY,530.5 PC USE PERSONAL ID INFO,2604,38.52697863,-121.4513383
6,1/1/06 0:00,2217 16TH AVE,459 PC  BURGLARY VEHICLE,2299,38.537173,-121.4875774
7,1/1/06 0:00,3547 P ST,484 PC   PETTY THEFT/INSIDE,2308,38.56433456,-121.4618826
8,1/1/06 0:00,3421 AUBURN BLVD,459 PC  BURGLARY BUSINESS,2203,38.6374478,-121.3846125
9,1/1/06 0:00,1326 HELMSMAN WAY,1708 US   THEFT OF MAIL,2310,38.60960217,-121.4918375
10,1/1/06 0:00,2315 STOCKTON BLVD,ASSAULT WITH WEAPON - I RPT,7000,38.55426406,-121.4546045
11,1/1/06 0:00,5112 63RD ST,530.5 PC USE PERSONAL ID INFO,2604,38.52816497,-121.4314528
12,1/1/06 0:00,6351 DRIFTWOOD ST,SUSP PERS-NO CRIME - I RPT,7000,38.51092155,-121.5488201
13,1/1/06 0:00,7721 COLLEGE TOWN DR,530.5 PC USE PERSONAL ID INFO,2604,38.55611545,-121.4142729
14,1/1/06 0:00,8460 ROVANA CIR,484G(B) PC ACCESS CARD FRAUD,2605,38.50398051,-121.3923987
15,1/1/06 0:00,4856 11TH AVE,487(A) PC GRAND THEFT,2303,38.54152896,-121.4495097
16,1/1/06 0:00,6033 69TH ST,TELEPEST -I RPT,7000,38.51657327,-121.4234749
17,1/1/06 0:00,547 L ST,487(A) GRAND THEFT-INSIDE,2308,38.58184562,-121.5011657
18,1/1/06 0:00,3525 42ND ST,530.5 PC USE PERSONAL ID INFO,2604,38.54270763,-121.4572067
19,1/1/06 0:00,5641 DORSET WAY,484J PC PUBLISH CARD INFO,2605,38.52459987,-121.5203609
20,1/1/06 0:01,5551 REXLEIGH CT,459 PC  BURGLARY VEHICLE,2299,38.44659211,-121.4423777
21,1/1/06 0:01,1896 ARDEN WAY,484G(B) PC ACCESS CARD FRAUD,2605,38.59664183,-121.423349
22,1/1/06 0:01,6168 RIVERSIDE BLVD,484 PC PETTY THEFT,2399,38.51512387,-121.5291027
23,1/1/06 0:01,415 SEXTANT WAY,459 PC  BURGLARY VEHICLE,2299,38.65660112,-121.4560449
24,1/1/06 0:01,15 BASIN CT,TRAFFIC - I RPT,7000,38.44281523,-121.4095243
25,1/1/06 0:01,3340 62ND ST,594(B)(1)PC  VANDALISM +$400,2999,38.5438039,-121.4332827
26,1/1/06 0:01,4280 DEER HILL DR,484G(B) PC ACCESS CARD FRAUD,2605,38.47121906,-121.4547389
27,1/1/06 0:01,2814 5TH ST,484 PC  PETTY THEFT/ OUTSIDE,2309,38.5564521,-121.5123309
28,1/1/06 0:01,1816 FLORIN RD,HARASSMENT - I RPT,7000,38.49535335,-121.4965602
29,1/1/06 0:01,1260 BELL AVE,484 PC PETTY THEFT,2399,38.64717373,-121.4375169
30,1/1/06 0:01,7676 BRIDGEVIEW DR,LOST PROPERTY - I RPT,7000,38.47889498,-121.5354477
31,1/1/06 0:01,3816 CYPRESS ST,459 PC  BURGLARY RESIDENCE,2204,38.63734742,-121.444642
32,1/1/06 0:01,1211 23RD ST,484G(A)PC USE FORGED CARD,2605,38.57289613,-121.4767958
33,1/1/06 0:01,7001 EAST PKWY,503 PC   EMBEZZLEMENT,2799,38.51436734,-121.3854286
34,1/1/06 0:01,918 LAKE FRONT DR,TELEPEST -I RPT,7000,38.47948616,-121.5215057
35,1/1/06 0:01,4851 KOKOMO DR,487(A) GRAND THEFT-INSIDE,2308,38.65994218,-121.5259008
36,1/1/06 0:01,2377 OAK HARBOUR DR,653M(A) PC OBSCENE/THREAT CALL,5309,38.60893745,-121.5187927
37,1/1/06 0:01,1823 P ST,484 PETTY THEFT/LICENSE PLATE,2399,38.57084621,-121.484429
38,1/1/06 0:01,1100 14TH ST,FOUND PROPERTY - I RPT,7000,38.57815667,-121.4876958
39,1/1/06 0:01,3301 ARENA BLVD,530.5 PC USE PERSONAL ID INFO,2604,38.64378844,-121.5341593
40,1/1/06 0:01,1088 PREGO WAY,530.5 PC USE PERSONAL ID INFO,2604,38.62798948,-121.4857344
41,1/1/06 0:01,3259 SPINNING ROD WAY,484J PC PUBLISH CARD INFO,2605,38.61153542,-121.5370613
42,1/1/06 0:01,1010 J ST,THREATS - I RPT,7000,38.57999251,-121.4930384
43,1/1/06 0:01,400 BANNON ST,530 PC FALSE PERS. REC PROP,2604,38.59540732,-121.4978798
44,1/1/06 0:10,6115 63RD ST,246 PC SHOOT OCCUP DWELL/VEH,5213,38.51526387,-121.4296507
45,1/1/06 0:15,47 FIRE LEAF CT,10851(A)VC TAKE VEH W/O OWNER,2404,38.65737252,-121.4577585
46,1/1/06 0:18,5140 61ST ST,SHOOT INTO OCCUP DWELL - I RPT,7000,38.52799185,-121.434789
47,1/1/06 0:19,1814 19TH ST,FOUND PROPERTY - I RPT,7000,38.56796664,-121.4852542
48,1/1/06 0:24,6940 27TH ST,243(E)1 BATTERY NONCOHAB SPOUS,1315,38.50009398,-121.4776262
49,1/1/06 0:25,3820 65TH ST,MISCELLANEOUS I RPT (ZMISC),7000,38.54138742,-121.4282497
50,1/1/06 0:27,2829 FLORIN RD,TOWED/STORED VEH-14602.6,7000,38.49609085,-121.4740915
51,1/1/06 0:30,1080 APPOLLO WAY,10851(A)VC TAKE VEH W/O OWNER,2404,38.52973955,-121.5195294
52,1/1/06 0:30,6571 WEATHERFORD WAY,10851(A)VC TAKE VEH W/O OWNER,2404,38.46637324,-121.4265274
53,1/1/06 0:30,930 43RD AVE,10851(A)VC TAKE VEH W/O OWNER,2404,38.51538948,-121.5255605
54,1/1/06 0:31,2830 E ST,211 PC ROBBERY- BUSINESS,1299,38.57905906,-121.4661967
55,1/1/06 0:36,NORTHGATE BLVD / W SILVER EAGLE RD,CASUALTY REPORT,7000,38.63036289,-121.4755269
56,1/1/06 0:36,6665 STOCKTON BLVD,459 PC  BURGLARY BUSINESS,2203,38.50632179,-121.4333041
57,1/1/06 0:39,7811 DEER MEADOW DR,246 PC SHOOT OCCUP DWELL/VEH,5213,38.47400047,-121.4581933
58,1/1/06 0:40,3RD ST / O ST,23152(A) VC DUI-ALCOHOL/DRUGS,5404,38.57724403,-121.5051437
59,1/1/06 0:46,27TH ST / J ST,TRAFFIC-ACCIDENT INJURY,5400,38.57419952,-121.470553
60,1/1/06 0:55,8TH ST / L ST,DUI I RPT,7000,38.57881567,-121.4970836
61,1/1/06 1:00,7850 COLLEGE TOWN DR,484 PETTY THEFT/LICENSE PLATE,2399,38.55456463,-121.4106138
62,1/1/06 1:00,63RD ST / JANSEN DR,23152(A) VC DUI-ALCOHOL/DRUGS,5404,38.52199211,-121.4309007
63,1/1/06 1:00,11 ALCANON CT,459 PC  BURGLARY VEHICLE,2299,38.62453557,-121.5264198
64,1/1/06 1:00,TRUXEL RD / SAGINAW CIR,10851(A)VC TAKE VEH W/O OWNER,2404,38.62504428,-121.4978986
65,1/1/06 1:00,2600 N ST,459 PC  BURGLARY VEHICLE,2299,38.56984785,-121.4737052
66,1/1/06 1:06,4740 BECKET WAY,459 PC  BURGLARY RESIDENCE,2204,38.46518116,-121.4461653
67,1/1/06 1:30,CALVINE RD / CENTER PKWY,243(D) PC BATT/CIVILIAN W/INJ,1315,38.4497213,-121.4258719
68,1/1/06 1:30,6625 VALLEY HI DR,10851(A)VC TAKE VEH W/O OWNER,2404,38.47143667,-121.427615
69,1/1/06 1:51,RAINBOW AVE / HOWE AVE,246.3 PC NEGL DISCH FIREARM,5213,38.61972226,-121.4152799
70,1/1/06 2:00,2500 FLORIN RD,487(A) PC GRAND THEFT,2303,38.49570962,-121.477826
71,1/1/06 2:09,3012 ALBATROSS WAY,CASUALTY REPORT,7000,38.62070956,-121.4226958
72,1/1/06 2:10,1426 BREWERTON DR,246 PC SHOOT OCCUP DWELL/VEH,5213,38.61488957,-121.4934272
73,1/1/06 2:14,FRONT ST / K ST,LOST PROPERTY - I RPT,7000,38.58239328,-121.5059336
74,1/1/06 2:30,3807 24TH AVE,CASUALTY REPORT,7000,38.53116122,-121.4661214
75,1/1/06 2:40,EMPRESS ST / ARDEN WAY,11351.5 HS POSS SALE RCK COCAI,3532,38.60641085,-121.4473501
76,1/1/06 2:40,1415 L ST,211 PC  ROBBERY UNSPECIFIED,1299,38.57682477,-121.4882896
77,1/1/06 2:47,2737 SCREECH OWL WAY,594(B)(2)(A) VANDALISM/ -$400,2999,38.63207451,-121.5287747
78,1/1/06 2:54,1900 CANTERBURY RD,243(E)1 BATTERY NONCOHAB SPOUS,1315,38.60108154,-121.456171
79,1/1/06 3:00,7769 AMHERST ST,10851(A)VC TAKE VEH W/O OWNER,2404,38.47489873,-121.4996944
80,1/1/06 3:00,100 ROCKMONT CIR,594(B)(2)(A) VANDALISM/ -$400,2999,38.67510292,-121.5226753
81,1/1/06 3:28,8032 TORRENTE WAY,459 PC  BURGLARY RESIDENCE,2204,38.46594742,-121.4513773
82,1/1/06 3:30,POWER INN RD / ELDER CREEK RD,TRAFFIC-ACCIDENT-NON INJURY,5400,38.51055016,-121.409083
83,1/1/06 3:52,1125 ALHAMBRA BLVD,475(C) PASS FORGED NOTE,2506,38.570664,-121.465448
84,1/1/06 4:00,4128 NORWOOD AVE,245(A)(2) AWDW/FIREARM/CIVILIA,1315,38.6432324,-121.4563115
85,1/1/06 4:00,HONOR PKWY / REGENCY PARK CIR,11377(A)HS POSS AMPHETAMINES,3572,38.67318557,-121.5035491
86,1/1/06 4:00,3 CLOE CT,487(A) GRAND THEFT-INSIDE,2308,38.66695301,-121.5088707
87,1/1/06 4:00,8454 COEBURN ST,459 PC  BURGLARY VEHICLE,2299,38.45025842,-121.443044
88,1/1/06 4:00,5620 34TH AVE,459 PC  BURGLARY VEHICLE,2299,38.52337984,-121.4378491
89,1/1/06 4:15,BROADWAY / 16TH ST,TRAFFIC-ACCIDENT-NON INJURY,5400,38.56159185,-121.4923822
90,1/1/06 4:15,1414 43RD ST,484 PC   PETTY THEFT/INSIDE,2308,38.56438552,-121.4516767
91,1/1/06 4:20,FLORIN RD / MUNSON WAY,TOWED/STORED VEH-14602.6,7000,38.49603233,-121.4619674
92,1/1/06 4:30,1 CLAUSS CT,10851(A)VC TAKE VEH W/O OWNER,2404,38.52967087,-121.4469794
93,1/1/06 5:14,MACK RD / CENTER PKWY,20002(A) HIT/RUN,5401,38.47425283,-121.4368769
94,1/1/06 5:22,1426 I ST,5150 WI DANGER SELF/OTHERS,7000,38.57941421,-121.4864344
95,1/1/06 6:00,MACK RD / CENTER PKWY,TOWED/STORED VEHICLE,7000,38.47425283,-121.4368769
96,1/1/06 6:00,1236 EL ENCANTO WAY,487(A) PC GRAND THEFT,2303,38.49714012,-121.5136898
97,1/1/06 6:10,2801 L ST,IMPOUNDED VEHICLE,7000,38.57201606,-121.4692575
98,1/1/06 6:27,2884 DEL PASO BLVD,10851(A)VC TAKE VEH W/O OWNER,2404,38.61859754,-121.4382569
99,1/1/06 6:46,J ST / 29TH ST,20002(A) HIT/RUN,5401,38.57348427,-121.4678719
100,1/1/06 7:00,2518 HAWTHORNE ST,459 PC  BURGLARY RESIDENCE,2204,38.61197962,-121.4578062
101,1/1/06 7:20,AZEVEDO DR / YARWOOD WAY,PERSON INFORMATION - I RPT,7000,38.62099831,-121.5104473
102,1/1/06 7:30,6021 WILKINSON ST,653M(B) PC ANNOY/RPT CALL HOME,5307,38.51755951,-121.4142712
103,1/1/06 7:45,1200 ROANOKE AVE,459 PC  BURGLARY VEHICLE,2299,38.63465784,-121.4392401
104,1/1/06 7:46,RIO LINDA BLVD / MAIN AVE,20002(A) HIT/RUN,5401,38.65509277,-121.4477394
105,1/1/06 7:55,398 FLORIN RD,211 PC ROBBERY- BUSINESS,1299,38.5076709,-121.5412748
106,1/1/06 7:55,525 EXCHANGE ST,CASUALTY REPORT,7000,38.65966202,-121.4535351
107,1/1/06 8:00,535 LAMPASAS AVE,594(B)(2)(A) VANDALISM/ -$400,2999,38.61499077,-121.4534714
108,1/1/06 8:00,12 GRAND CANYON CT,LOST PROPERTY - I RPT,7000,38.65699142,-121.5038615
